39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
,,111095.0,,9.0, Married-civ-spouse,, Husband,, Male,,,16.0,, <=50K
37.0, Self-emp-inc,,,, Divorced, Sales,,,,,0.0,60.0, United-States,
,,, Masters,14.0, Married-civ-spouse,, Wife, Asian-Pac-Islander,,,0.0,40.0, ?,
,,278130.0, HS-grad,9.0, Never-married,, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
,,169469.0, HS-grad,, Divorced, Sales,, White, Male,,0.0,80.0, United-States,
48.0, Private,146268.0,,13.0, Married-civ-spouse, Adm-clerical, Husband,, Male,7688.0,,40.0, United-States, >50K
21.0, Private,153718.0, Some-college,,, Other-service, Not-in-family, Asian-Pac-Islander, Female,0.0,0.0,25.0,, <=50K
31.0,,, HS-grad,,,,,,,,,, United-States,
, Private,238638.0, HS-grad,9.0, Married-civ-spouse,, Husband, White,,,,40.0, United-States,
24.0,,303296.0, Some-college,10.0, Married-civ-spouse,, Wife,, Female,0.0,0.0,,, <=50K
43.0, Private,173321.0,,,, Adm-clerical,, White,,0.0,0.0,40.0, United-States, <=50K
, Private,193945.0,,,,,,, Male,,,45.0,,
,,83082.0, Assoc-acdm,,,, Not-in-family, White, Female,,,33.0,, <=50K
,,, Assoc-acdm,12.0,, Adm-clerical,, White, Male,,0.0,40.0, United-States,
, Self-emp-inc,34987.0,,10.0, Married-civ-spouse,, Husband, White,,,0.0,54.0,, >50K
26.0, Private,59306.0,,13.0, Never-married,, Not-in-family, White,,,,40.0, United-States, <=50K
,,,,14.0, Married-civ-spouse,, Husband, Asian-Pac-Islander, Male,7298.0,,,, >50K
, ?,, Some-college,10.0,, ?,, Black,,0.0,0.0,25.0, United-States,
36.0, Self-emp-not-inc,205607.0, Bachelors,, Divorced,,,,,0.0,0.0,40.0,, >50K
22.0, Private,199698.0,,10.0,, Sales,,, Male,0.0,0.0,,,
, Private,191954.0, Some-college,10.0,,, Not-in-family,,,0.0,0.0,, United-States,
77.0, Self-emp-not-inc,138714.0,,,, Sales, Husband, White,,,0.0,, United-States,
, Private,399087.0,,3.0,,,, White,,,,,,
29.0, Private,,,10.0,, Tech-support, Not-in-family, White, Female,0.0,,40.0, United-States,
62.0,,159841.0, HS-grad,9.0,, Other-service, Not-in-family,, Female,0.0,0.0,24.0, United-States,
,,174308.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,,0.0,40.0, United-States, <=50K
43.0, Private,50356.0, Some-college,10.0, Married-civ-spouse,,,,,,,50.0, United-States, <=50K
, Private,186110.0, HS-grad,9.0, Divorced, Transport-moving, Not-in-family, White,,0.0,0.0,, United-States, <=50K
29.0,,, 11th,7.0, Never-married,, Not-in-family, White, Female,0.0,0.0,, United-States, <=50K
76.0, Self-emp-not-inc,174309.0, Masters,, Married-civ-spouse,, Husband,, Male,0.0,,, United-States, <=50K
63.0, Self-emp-not-inc,, HS-grad,9.0, Married-civ-spouse,, Husband,, Male,,0.0,45.0, United-States, <=50K
23.0, ?,211601.0,,11.0, Never-married,, Own-child,,,0.0,,, United-States, <=50K
43.0, Private,187728.0, Some-college,, Married-civ-spouse,,,,,0.0,1887.0,50.0,, >50K
, Self-emp-not-inc,321171.0,,9.0,, Handlers-cleaners,,, Male,,,40.0, United-States,
, Private,, HS-grad,9.0,, Transport-moving, Not-in-family, White, Male,2050.0,0.0,55.0,, <=50K
, Private,206565.0,,10.0, Never-married, Craft-repair, Not-in-family,,,0.0,,45.0,, <=50K
26.0, Private,224563.0, Bachelors,, Never-married,,, White, Male,,,40.0,, <=50K
47.0,,, Assoc-voc,11.0,, Other-service,, White,,,,40.0,, <=50K
55.0, Local-gov,98545.0, 10th,, Married-civ-spouse,,,, Male,0.0,,, United-States,
,,242606.0,,9.0,, Transport-moving, Husband,, Male,0.0,0.0,40.0, United-States, <=50K
, Private,270942.0, 5th-6th,3.0, Never-married, Other-service, Other-relative,, Male,0.0,0.0,48.0, Mexico,
30.0, Private,94235.0,,9.0,, Craft-repair,, White, Male,0.0,0.0,, United-States,
, Private,, Masters,14.0, Never-married,, Not-in-family, White, Male,,0.0,, United-States,
19.0, Private,104112.0,,9.0, Never-married, Sales,, Black, Male,,0.0,30.0,,
45.0,,261192.0,,,, Other-service, Husband, Black, Male,,0.0,40.0,,
,,94936.0, Assoc-acdm,12.0, Never-married, Sales, Not-in-family,,,0.0,0.0,, United-States, <=50K
, Private,296478.0,,, Married-civ-spouse, Craft-repair,,, Male,7298.0,0.0,, United-States, >50K
, State-gov,119272.0,,9.0, Married-civ-spouse, Protective-serv, Husband, White, Male,7298.0,0.0,40.0, United-States,
33.0,,85043.0, HS-grad,9.0, Never-married, Farming-fishing,, White, Male,,,20.0, United-States,
22.0, State-gov,293364.0,,10.0, Never-married, Protective-serv,, Black,,0.0,0.0,40.0,, <=50K
43.0, Self-emp-not-inc,241895.0, Bachelors,13.0, Never-married, Sales, Not-in-family,,,0.0,,,,
, ?,, 11th,7.0,,, Husband, White, Male,0.0,0.0,8.0,, <=50K
30.0,,151989.0,,11.0, Divorced,, Unmarried,, Female,0.0,0.0,,, <=50K
56.0, Private,101128.0, Assoc-acdm,12.0, Married-spouse-absent, Other-service, Not-in-family,, Male,,0.0,25.0, Iran,
, Private,156464.0, Bachelors,13.0,, Prof-specialty,,,,,0.0,25.0,, <=50K
, Private,117963.0,,, Married-civ-spouse,,, White, Male,,,40.0, United-States, >50K
, Private,192262.0, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White,,,0.0,, United-States, <=50K
33.0,,111363.0, Bachelors,, Married-civ-spouse, Exec-managerial,, White,,0.0,0.0,40.0, United-States,
,,329752.0, 11th,,, Transport-moving, Husband, White, Male,,,,, <=50K
59.0,,, Bachelors,13.0, Married-civ-spouse, ?, Husband,,,,0.0,40.0,, >50K
38.0, Federal-gov,95432.0, HS-grad,,, Adm-clerical,, White, Male,0.0,,, United-States, >50K
65.0, Private,, 11th,,,,,,,,0.0,,, <=50K
, Private,96129.0,,11.0, Married-civ-spouse,, Husband, White,,0.0,,40.0, United-States, >50K
42.0, Private,111949.0, HS-grad,, Married-civ-spouse,,,, Female,0.0,0.0,,,
26.0, Self-emp-not-inc,117125.0,,5.0,,, Husband, White, Male,,0.0,,,
, Private,348022.0, 10th,6.0,, Other-service, Wife,, Female,,0.0,24.0, United-States, <=50K
,,270092.0, Masters,, Married-civ-spouse,, Husband, White,,0.0,0.0,, United-States, >50K
43.0,,,,, Married-civ-spouse,, Husband, White, Male,,,, United-States,
43.0,,,,13.0,, Exec-managerial, Not-in-family, White,,0.0,1564.0,, United-States, >50K
22.0, Private,410439.0, HS-grad,9.0,, Sales,, White,,,0.0,55.0,, <=50K
, Private,92262.0, HS-grad,, Married-civ-spouse,,,, Male,0.0,0.0,40.0,, <=50K
,,183081.0, Some-college,,,, Husband,,,,,45.0, United-States, <=50K
,,, Assoc-acdm,12.0, Never-married, Sales,, White,,0.0,0.0,, United-States,
,,212448.0, Bachelors,13.0,,, Not-in-family, White,,0.0,,45.0, United-States, >50K
, Private,, HS-grad,, Divorced, Sales, Unmarried, White, Female,0.0,0.0,40.0,, <=50K
26.0, Federal-gov,, Some-college,10.0, Never-married,, Unmarried, White,,,,15.0,,
17.0, Private,89821.0, 11th,7.0, Never-married, Other-service, Own-child,, Male,0.0,0.0,, United-States, <=50K
40.0, State-gov,184018.0,,11.0,,, Husband,, Male,,,, United-States, >50K
, Private,256649.0,,9.0, Married-civ-spouse, Machine-op-inspct, Husband,, Male,0.0,0.0,40.0, United-States,
44.0, Private,160323.0, HS-grad,9.0, Never-married, Craft-repair,, Black,,0.0,0.0,,, <=50K
20.0, Local-gov,350845.0, Some-college,10.0,, Adm-clerical, Own-child, White, Female,,,10.0,, <=50K
33.0,,,,9.0, Married-civ-spouse,, Wife, White,,,0.0,,, <=50K
, Private,35633.0,,, Never-married, Sales, Not-in-family, White,,,,,, <=50K
46.0, Self-emp-not-inc,, Masters,14.0,, Exec-managerial,, White,,0.0,0.0,, United-States,
,,172927.0, HS-grad,9.0, Married-civ-spouse,, Husband,, Male,,0.0,, United-States, <=50K
, Private,174319.0, HS-grad,, Divorced,, Not-in-family,, Male,,0.0,40.0, United-States, <=50K
46.0, Private,214955.0, 5th-6th,3.0,,,, White, Female,0.0,2339.0,45.0, United-States,
25.0,,, Some-college,, Married-civ-spouse,, Husband, White,,0.0,0.0,40.0, United-States, <=50K
, Private,108699.0, Some-college,10.0, Divorced, Sales, Not-in-family,, Female,0.0,,40.0, United-States,
36.0,,117312.0,,, Married-civ-spouse,, Wife, White,,0.0,,40.0,, <=50K
23.0, Private,396099.0,,9.0, Never-married, Other-service, Not-in-family,,,0.0,0.0,25.0, United-States, <=50K
,,134152.0, HS-grad,,, Machine-op-inspct,, White, Male,0.0,0.0,40.0,,
,,162028.0,,, Married-civ-spouse, Adm-clerical, Wife,,,0.0,2415.0,6.0,,
19.0, Private,25429.0,,10.0,, Adm-clerical, Own-child, White, Female,,,16.0, United-States, <=50K
, Private,, HS-grad,9.0, Never-married,, Other-relative, White, Female,,,40.0, United-States, <=50K
35.0, Private,, HS-grad,9.0,, Other-service,,,,0.0,0.0,, United-States, >50K
, Private,,,13.0,,, Not-in-family, White, Male,0.0,0.0,50.0,, <=50K
,,277946.0, Assoc-acdm,12.0, Separated,, Not-in-family, White,,,0.0,,, <=50K
, State-gov,, Bachelors,13.0,, Exec-managerial,, White,,,,45.0, ?, >50K
,,, HS-grad,, Never-married, Other-service,, White,,0.0,0.0,35.0, United-States,
44.0, Private,115562.0, Some-college,10.0, Married-civ-spouse, Tech-support,, White, Male,0.0,0.0,40.0,,
, Private,96975.0, Some-college,, Divorced, Handlers-cleaners, Unmarried,,,0.0,0.0,40.0,, <=50K
, ?,, HS-grad,9.0,, ?, Other-relative, White, Female,,,35.0,, <=50K
25.0, Private,86872.0, Bachelors,,, Exec-managerial, Husband,, Male,,0.0,,, >50K
52.0,,,,13.0,, Exec-managerial, Husband,, Male,0.0,0.0,,, >50K
20.0,,416103.0, Some-college,,, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0,,
28.0,,108574.0,,10.0, Never-married,, Not-in-family, White, Female,0.0,,40.0,, <=50K
,,, Bachelors,,, Protective-serv, Husband,, Male,0.0,,40.0,,
, Private,227689.0,,, Divorced,,, White, Female,,0.0,, United-States, <=50K
28.0, Private,, 7th-8th,4.0, Married-civ-spouse, Handlers-cleaners,, Other, Male,,,40.0, Puerto-Rico, <=50K
41.0, Private,445382.0,,14.0, Married-civ-spouse, Exec-managerial,, White,,0.0,1977.0,65.0, United-States, >50K
28.0,,110145.0, HS-grad,,,,, White, Male,,0.0,40.0,,
46.0, Self-emp-not-inc,317253.0,,,,, Husband, White, Male,,0.0,25.0, United-States,
28.0, ?,123147.0,,, Married-civ-spouse, ?,, White,,,1887.0,40.0, United-States, >50K
,,364657.0, Some-college,,, Exec-managerial,, White, Male,0.0,,50.0, United-States, <=50K
41.0, Local-gov,,,10.0,, Other-service, Not-in-family, Black,,,,24.0, United-States,
24.0,,,,9.0, Never-married, Handlers-cleaners,,,,0.0,0.0,,, <=50K
33.0,,, Some-college,10.0, Divorced,, Unmarried, White,,0.0,,40.0,, <=50K
46.0,,188386.0, Doctorate,, Married-civ-spouse,, Husband, White,,,0.0,60.0, United-States, >50K
, State-gov,1033222.0,,,, Machine-op-inspct, Husband, White,,,0.0,,, <=50K
,,92440.0, 12th,, Divorced, Craft-repair,, White, Male,0.0,0.0,, United-States, >50K
, Private,190762.0,,2.0,, Machine-op-inspct,, White, Male,0.0,,40.0,, <=50K
30.0, Private,,,7.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,19.0, United-States, <=50K
, Local-gov,243867.0, 11th,,,, Not-in-family, Black, Male,0.0,0.0,40.0,, <=50K
34.0, State-gov,240283.0, HS-grad,9.0, Divorced,, Unmarried,,,0.0,,, United-States, <=50K
20.0,,61777.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,,0.0,, United-States, <=50K
17.0, Private,175024.0, 11th,7.0, Never-married,,,,,,0.0,18.0, United-States, <=50K
,,92003.0,,, Married-civ-spouse,,, White, Female,0.0,0.0,40.0,, >50K
29.0, Private,, HS-grad,9.0, Divorced,, Not-in-family, White,,,,,,
, Private,, 10th,,, Craft-repair,, White,,0.0,0.0,35.0,, <=50K
, Private,133373.0, HS-grad,, Married-civ-spouse,, Husband, White, Male,,0.0,,, <=50K
,,255191.0,,14.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,1408.0,40.0, United-States,
23.0, Private,, HS-grad,9.0,, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,72.0, Dominican-Republic, <=50K
,,222289.0,,9.0,, Exec-managerial,,, Male,,0.0,, United-States, >50K
47.0, Local-gov,, Masters,14.0, Married-civ-spouse,, Husband,, Male,0.0,0.0,40.0, United-States, <=50K
80.0, ?,107762.0,,,, ?, Not-in-family, White,,0.0,,24.0,, <=50K
17.0, ?,, 11th,7.0, Never-married,,, White,,,0.0,, United-States, <=50K
40.0, Self-emp-not-inc,204116.0, Bachelors,,,,,, Female,2174.0,,, United-States,
30.0, Private,29662.0, Assoc-acdm,12.0,,,, White, Female,0.0,0.0,25.0,, >50K
27.0, Private,116358.0,,10.0, Never-married,, Own-child, Asian-Pac-Islander, Male,,,40.0,,
,,, Masters,14.0, Married-civ-spouse,,, White, Male,,0.0,50.0, United-States, >50K
,,284843.0, HS-grad,9.0, Never-married, Farming-fishing, Not-in-family,,,,0.0,60.0,,
, Local-gov,117018.0,,10.0, Never-married,, Not-in-family, White,,,,40.0,,
23.0,,, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,,40.0, United-States, <=50K
42.0,,340148.0, Some-college,, Married-civ-spouse, Adm-clerical,, White, Female,,,, United-States, <=50K
,,, Bachelors,, Never-married,, Not-in-family, White, Male,0.0,0.0,, United-States,
, Private,,,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,,,28.0,,
, Federal-gov,,,9.0, Never-married, Armed-Forces,,, Male,,,, United-States, <=50K
44.0,,116632.0,,10.0, Married-civ-spouse,, Husband,, Male,0.0,0.0,40.0,,
,,405855.0, 9th,5.0,, Craft-repair, Other-relative, White,,0.0,0.0,40.0, Mexico, <=50K
20.0, Private,, Some-college,10.0,, Sales,,, Male,0.0,0.0,35.0, United-States, <=50K
44.0, Private,,,9.0, Widowed, Exec-managerial, Unmarried,, Female,0.0,0.0,, United-States,
, Private,56915.0,,9.0, Married-civ-spouse, Craft-repair,,, Male,0.0,0.0,, United-States,
,,146538.0,,9.0, Married-civ-spouse, Machine-op-inspct, Husband,, Male,,,40.0, United-States,
17.0,,, 11th,7.0, Never-married, ?,,, Female,,,, United-States,
, Private,206399.0,,9.0,, Machine-op-inspct, Own-child, Black,,0.0,0.0,, United-States,
45.0,,197332.0,,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,,55.0,,
60.0,,245062.0,,9.0, Married-civ-spouse,, Husband, White, Male,0.0,,40.0, United-States,
42.0, Private,197583.0, Assoc-acdm,12.0, Married-civ-spouse, Exec-managerial, Husband, Black,,,0.0,,,
44.0,,234885.0, HS-grad,, Married-civ-spouse, Sales, Wife, White,,,0.0,40.0, United-States,
,,, Assoc-voc,11.0,, Machine-op-inspct,,, Male,,0.0,,, >50K
30.0,,,,9.0,, Exec-managerial, Wife,,,,,,, <=50K
38.0,,,,, Married-civ-spouse, Transport-moving,, Black, Male,,,50.0, United-States, <=50K
, Private,54012.0,,9.0, Married-civ-spouse,, Husband, White, Male,0.0,,60.0,,
, ?,115745.0, Some-college,10.0,, ?, Husband, White,,0.0,0.0,40.0,, <=50K
, Private,,,,,, Own-child,,,,,,, <=50K
54.0, Local-gov,288825.0,,9.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,,0.0,40.0,,
32.0,,132601.0, Bachelors,13.0, Married-civ-spouse,,,,,,0.0,50.0, United-States, <=50K
50.0, Private,,,2.0, Married-spouse-absent, Craft-repair, Unmarried,, Male,0.0,0.0,40.0,,
, Private,170070.0, Bachelors,, Never-married,, Not-in-family, White, Female,0.0,0.0,, United-States,
, Private,126708.0, HS-grad,, Married-civ-spouse, Adm-clerical,,,,0.0,,60.0,,
,,,,9.0, Divorced, Transport-moving,, White,,,0.0,40.0,, <=50K
,,33983.0,,10.0,,, Husband,,,0.0,0.0,40.0,,
49.0, Private,192776.0, Masters,14.0, Married-civ-spouse,,, White, Male,0.0,,,, >50K
30.0, Private,118551.0,,,, Tech-support,,,,,0.0,, United-States,
,,201965.0, Some-college,10.0,, Prof-specialty,,, Male,0.0,,40.0, United-States,
, ?,139883.0,,10.0, Never-married, ?,, White,,0.0,0.0,, United-States,
, Private,285020.0, HS-grad,9.0, Never-married,, Not-in-family,,,0.0,0.0,40.0,, <=50K
, Private,,,, Never-married, Transport-moving, Not-in-family,, Male,,,,,
67.0,,49401.0, Assoc-voc,11.0,, Other-service, Not-in-family,,,0.0,0.0,24.0,,
, Private,, Bachelors,,,, Not-in-family,,,0.0,0.0,40.0, United-States, <=50K
, Private,211870.0,,5.0, Never-married, Other-service, Not-in-family,, Male,0.0,0.0,6.0, United-States,
, Private,281432.0, Some-college,10.0,, Handlers-cleaners, Own-child,,,0.0,0.0,30.0, United-States, <=50K
27.0, Private,161155.0, 10th,6.0, Never-married, Other-service,, White, Male,,0.0,,, <=50K
23.0,,, HS-grad,9.0, Never-married, Other-service,,, Female,0.0,0.0,35.0, United-States,
, Private,111746.0, Assoc-acdm,12.0,, Craft-repair, Husband, White,,,,,,
,,170721.0,,10.0,, Craft-repair, Husband, White, Male,,0.0,20.0,, <=50K
28.0, State-gov,, Bachelors,13.0,, Prof-specialty, Not-in-family,,,0.0,,,, <=50K
, Private,, HS-grad,9.0, Married-spouse-absent, Craft-repair,, White, Female,0.0,0.0,40.0,,
, ?,271749.0,,8.0,, ?, Other-relative,,,,0.0,40.0, United-States, <=50K
25.0, Private,, Some-college,10.0,,, Own-child,, Female,0.0,,, United-States, <=50K
63.0, ?,401531.0, 1st-4th,2.0, Married-civ-spouse, ?, Husband, White, Male,0.0,,, United-States, <=50K
59.0,,, HS-grad,, Married-civ-spouse, Transport-moving, Husband,, Male,0.0,,45.0, United-States,
45.0,,164427.0, Bachelors,13.0,, Prof-specialty,,,,0.0,,40.0, United-States, <=50K
38.0, Private,91039.0,,13.0, Married-civ-spouse, Sales, Husband, White, Male,,0.0,60.0,,
40.0, Private,347934.0, HS-grad,,,,,,,,0.0,,, <=50K
46.0,,371373.0, HS-grad,9.0, Divorced,,, White, Male,0.0,,40.0, United-States, <=50K
35.0,,32220.0,,, Never-married,,,,,,0.0,60.0, United-States,
, Private,187251.0, HS-grad,9.0,, Prof-specialty, Unmarried, White, Female,0.0,0.0,25.0,,
, Private,, Bachelors,13.0,,, Own-child, White, Male,0.0,,20.0,, <=50K
, Private,, HS-grad,9.0,, Adm-clerical, Unmarried,, Female,0.0,,36.0,,
20.0,,, Some-college,10.0,,, Own-child,, Male,0.0,0.0,40.0, United-States, <=50K
23.0, Private,403107.0, 5th-6th,,, Other-service, Own-child,, Male,,0.0,40.0,,
26.0,,64293.0,,10.0, Never-married,, Not-in-family,, Female,0.0,0.0,, United-States, <=50K
72.0,,,,9.0, Married-civ-spouse, ?, Husband,, Male,0.0,,20.0,, <=50K
23.0, Local-gov,324960.0,,,, Farming-fishing, Not-in-family,, Male,0.0,0.0,40.0,, <=50K
62.0, Local-gov,114060.0, HS-grad,9.0,,,, White,,0.0,0.0,, United-States,
52.0, Private,48925.0, Some-college,10.0,,,,, Male,,,, United-States, <=50K
58.0, Private,180980.0, Some-college,, Divorced,, Unmarried, White, Female,0.0,0.0,42.0, France, <=50K
25.0,,181054.0, Bachelors,13.0, Never-married, Sales, Not-in-family,,,0.0,,40.0, United-States, <=50K
, Private,388093.0,,,,,,, Male,,0.0,40.0,,
19.0, Private,249609.0, Some-college,10.0,, Protective-serv, Own-child, White, Male,,0.0,8.0,, <=50K
,,,,10.0,, Exec-managerial, Husband, White,,0.0,0.0,,, <=50K
, Local-gov,543162.0, HS-grad,9.0, Separated, Adm-clerical,, Black,,0.0,,,, <=50K
39.0,,, HS-grad,9.0, Divorced,,,, Female,0.0,0.0,40.0,, <=50K
, Private,141944.0, Assoc-voc,11.0, Married-spouse-absent, Handlers-cleaners,, White,,,1380.0,42.0, United-States,
53.0, ?,251804.0, 5th-6th,3.0, Widowed, ?, Unmarried, Black, Female,,0.0,, United-States, <=50K
32.0, Private,37070.0, Assoc-voc,, Never-married, Craft-repair, Not-in-family, White, Male,,,45.0,,
, Private,337587.0, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White,,0.0,,, United-States,
28.0,,189346.0, HS-grad,, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,, United-States, <=50K
57.0, ?,222216.0,,11.0,, ?, Unmarried, White,,,,, United-States,
, Private,,,,,,,, Female,,,20.0, United-States,
20.0, ?,214635.0, Some-college,, Never-married, ?, Own-child, White, Male,0.0,0.0,24.0, United-States, <=50K
21.0, ?,, Some-college,, Never-married,, Unmarried, White, Female,,0.0,35.0, United-States, <=50K
,,108116.0,,,, Prof-specialty,, White, Male,0.0,,50.0, United-States, >50K
, Self-emp-inc,, Bachelors,,, Exec-managerial,, White, Male,15024.0,,80.0,,
50.0, Private,196232.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband,,,7688.0,0.0,, United-States, >50K
,,248344.0, Some-college,,, Handlers-cleaners,, Black,,,,,, <=50K
37.0,,186035.0, Some-college,10.0, Married-civ-spouse,, Husband,, Male,,0.0,45.0, United-States, >50K
, Private,, Some-college,, Divorced, Machine-op-inspct,, White,,,0.0,58.0, United-States,
28.0,,,,10.0,,, Wife, White, Female,,0.0,, United-States, <=50K
42.0, Private,, Bachelors,13.0,, Exec-managerial, Husband,, Male,0.0,0.0,40.0, United-States,
74.0, Private,99183.0,,,, Adm-clerical,, White, Female,,,,,
, Self-emp-not-inc,190387.0,,, Married-civ-spouse, Craft-repair, Husband, White,,0.0,0.0,, United-States,
44.0, Self-emp-not-inc,,,14.0, Married-civ-spouse, Prof-specialty, Husband,, Male,0.0,0.0,40.0,,
,,109339.0, 11th,, Divorced,, Unmarried, Other, Female,,,, Puerto-Rico, <=50K
26.0,,108658.0,,9.0, Never-married, Machine-op-inspct,,,,0.0,0.0,, United-States, <=50K
, Private,197202.0,,, Married-civ-spouse, Other-service, Husband,,,,0.0,40.0, United-States, <=50K
41.0, Private,101739.0, Assoc-acdm,12.0,, Exec-managerial,,, Female,,0.0,, United-States, >50K
67.0, Private,, Prof-school,,,,, White, Male,20051.0,,48.0, United-States,
, Local-gov,, 12th,8.0,,, Husband, White,,0.0,0.0,, United-States, <=50K
57.0, Private,, 1st-4th,, Widowed, Priv-house-serv,, Black,,0.0,0.0,, United-States,
29.0, Private,,,11.0,, Craft-repair, Not-in-family,,,0.0,,,,
31.0,,41493.0,,13.0, Never-married,, Not-in-family, White, Female,,0.0,45.0,, <=50K
, ?,, HS-grad,9.0, Never-married, ?, Unmarried,, Female,0.0,0.0,40.0, United-States, <=50K
,,, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband,,,0.0,,40.0, United-States, <=50K
29.0,,133937.0, Doctorate,, Never-married,, Own-child, White, Male,,,40.0,,
30.0,,237903.0,,10.0, Never-married, Handlers-cleaners, Unmarried, White, Female,0.0,0.0,40.0,, <=50K
27.0,,163862.0, HS-grad,9.0,, Transport-moving, Not-in-family, White, Male,0.0,,, United-States,
,,201872.0,,10.0,, Sales, Husband,,,,0.0,,, <=50K
32.0, Private,84179.0, HS-grad,9.0, Never-married, Handlers-cleaners, Not-in-family, White, Female,,0.0,45.0,,
,,51662.0,,6.0,, Other-service, Wife,, Female,,,8.0, United-States, <=50K
35.0, Local-gov,,,10.0, Married-civ-spouse,, Husband, White,,,0.0,,,
21.0,,,,, Never-married, Handlers-cleaners, Own-child, White,,0.0,0.0,36.0, United-States, <=50K
28.0, Private,184831.0,,, Never-married, Craft-repair, Unmarried, White, Male,,0.0,, United-States, <=50K
46.0, Self-emp-not-inc,245724.0, Some-college,,, Exec-managerial, Not-in-family, White, Male,0.0,,50.0, United-States, <=50K
36.0,,,,9.0,, Other-service,, White, Female,0.0,0.0,40.0, United-States,
, Private,205343.0,,,,,, White,,,0.0,40.0, United-States,
35.0,,, HS-grad,,, Machine-op-inspct,, Black,,,,,, <=50K
33.0,,319560.0, Assoc-voc,, Divorced, Craft-repair,,,,0.0,0.0,,, >50K
69.0, Private,, 11th,7.0, Never-married, Machine-op-inspct, Not-in-family,, Female,,,, United-States, <=50K
35.0, Private,,,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
31.0,,323069.0,,9.0, Separated, Adm-clerical,,,,0.0,0.0,, ?,
34.0,,148291.0, HS-grad,9.0, Married-civ-spouse, Tech-support, Wife, White, Female,0.0,,, United-States, <=50K
,,, 11th,, Married-civ-spouse,, Husband, White,,0.0,,40.0,,
28.0, Private,,,,, Transport-moving,, White,,,0.0,, United-States, <=50K
54.0,,,,13.0, Married-civ-spouse,,,,,0.0,0.0,35.0,,
, Private,264052.0,,10.0,,,, White,,0.0,0.0,, United-States, >50K
, Private,82804.0, HS-grad,9.0, Never-married, Handlers-cleaners, Unmarried,,,,,, United-States, <=50K
52.0,,, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband,, Male,,0.0,, United-States, >50K
, Private,27337.0, HS-grad,,,, Own-child,, Male,,0.0,,, <=50K
,,188436.0,,, Married-civ-spouse,, Husband, White,,,0.0,45.0,,
45.0, Private,433665.0, 7th-8th,, Separated, Other-service, Unmarried,, Female,0.0,,40.0, Mexico, <=50K
, Self-emp-not-inc,,,9.0,,,,, Male,,0.0,35.0, United-States, <=50K
47.0,,87490.0, Masters,14.0,,,,,,0.0,0.0,42.0, United-States, <=50K
, Private,354351.0,,9.0,, Craft-repair,,,,,0.0,, United-States, <=50K
51.0, Private,, HS-grad,9.0,, Prof-specialty,, White, Male,,0.0,40.0,, <=50K
17.0, Private,242718.0, 11th,, Never-married, Sales, Own-child,, Male,0.0,,12.0, United-States, <=50K
37.0, Private,22463.0,,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,1977.0,40.0, United-States,
, Private,,,16.0, Never-married, Prof-specialty,, White, Female,,0.0,70.0,,
,,, Bachelors,, Married-civ-spouse,, Wife,, Male,0.0,,, United-States,
, ?,, 12th,8.0,,, Own-child, White,,,,25.0,, <=50K
36.0, Self-emp-not-inc,28738.0, Assoc-acdm,12.0,,,, White, Female,,0.0,35.0,,
58.0, Local-gov,,,13.0, Never-married,, Not-in-family, White, Female,,,, United-States, <=50K
26.0,,86646.0, Some-college,,, Craft-repair,, White, Male,,,45.0, United-States,
65.0, ?,195733.0,,10.0,, ?, Husband, White,,0.0,0.0,30.0,,
57.0, Private,69884.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White,,0.0,,40.0, United-States,
,,199713.0, HS-grad,9.0,, Craft-repair, Husband, White,,,0.0,,, <=50K
27.0,,,,9.0,,, Husband, White,,0.0,,,, <=50K
31.0, Self-emp-not-inc,340939.0, Bachelors,, Never-married, Tech-support,, White, Male,0.0,0.0,40.0,, <=50K
,,197747.0, Some-college,10.0,, Sales,, White,,,,, United-States, <=50K
, Private,, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,,60.0,,
, Private,156764.0,,, Never-married,, Own-child, White, Male,0.0,,40.0,,
, Private,25826.0,,, Married-civ-spouse,,,, Male,,,,, >50K
