39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
24.0, Private,388093.0,,, Never-married, Exec-managerial, Not-in-family, Black, Male,,0.0,40.0, United-States, <=50K
19.0,,249609.0, Some-college,10.0, Never-married, Protective-serv, Own-child,, Male,0.0,0.0,8.0,, <=50K
43.0,,, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband,, Male,0.0,0.0,40.0, United-States, <=50K
47.0, Local-gov,543162.0,,9.0, Separated, Adm-clerical, Unmarried,, Female,0.0,0.0,40.0, United-States, <=50K
39.0,,91996.0, HS-grad,9.0, Divorced, Other-service, Unmarried, White, Female,0.0,0.0,,, <=50K
49.0, Private,141944.0,,11.0,, Handlers-cleaners, Unmarried, White, Male,0.0,1380.0,42.0, United-States,
, ?,, 5th-6th,3.0, Widowed, ?, Unmarried, Black, Female,0.0,,30.0, United-States,
32.0, Private,37070.0,,, Never-married, Craft-repair, Not-in-family, White, Male,0.0,,45.0, United-States,
34.0,,337587.0, Some-college,10.0,, Prof-specialty, Husband, White,,,0.0,50.0, United-States, >50K
, Private,189346.0, HS-grad,9.0, Divorced,, Not-in-family,, Male,,0.0,45.0,,
57.0, ?,222216.0, Assoc-voc,,, ?, Unmarried, White, Female,,0.0,38.0, United-States,
, Private,267044.0,,10.0, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo,,0.0,0.0,, United-States,
20.0, ?,214635.0, Some-college,10.0, Never-married, ?, Own-child, White, Male,0.0,0.0,24.0, United-States, <=50K
21.0,,204226.0, Some-college,10.0,, ?, Unmarried,, Female,0.0,0.0,35.0,, <=50K
34.0, Private,108116.0,,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,
38.0, Self-emp-inc,99146.0, Bachelors,13.0,, Exec-managerial, Husband, White, Male,15024.0,0.0,80.0, United-States, >50K
50.0, Private,, HS-grad,9.0, Married-civ-spouse,, Husband,, Male,,0.0,50.0, United-States, >50K
24.0, Local-gov,248344.0, Some-college,10.0, Divorced,, Not-in-family,, Male,0.0,0.0,, United-States, <=50K
37.0,,186035.0, Some-college,10.0, Married-civ-spouse,, Husband, White, Male,0.0,0.0,45.0, United-States, >50K
44.0, Private,177905.0, Some-college,10.0, Divorced, Machine-op-inspct, Unmarried,, Male,0.0,0.0,58.0,, >50K
28.0, Private,85812.0, Some-college,10.0, Married-civ-spouse, Sales, Wife, White, Female,0.0,0.0,40.0, United-States,
42.0, Private,221172.0, Bachelors,, Married-civ-spouse, Exec-managerial, Husband, White, Male,,,,, >50K
74.0, Private,, Some-college,10.0, Divorced,,, White, Female,0.0,0.0,9.0, United-States,
38.0, Self-emp-not-inc,190387.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
44.0, Self-emp-not-inc,202692.0, Masters,14.0,, Prof-specialty, Husband, White, Male,0.0,,, United-States, <=50K
44.0, Private,109339.0, 11th,7.0,,, Unmarried, Other, Female,0.0,0.0,46.0, Puerto-Rico,
26.0, Private,108658.0,,, Never-married, Machine-op-inspct,, White, Male,0.0,0.0,40.0,, <=50K
, Private,197202.0, HS-grad,, Married-civ-spouse, Other-service, Husband, Black,,0.0,0.0,40.0,, <=50K
41.0, Private,101739.0, Assoc-acdm,12.0, Married-civ-spouse, Exec-managerial,, White,,0.0,0.0,, United-States, >50K
67.0, Private,231559.0, Prof-school,15.0,, Prof-specialty,, White, Male,20051.0,0.0,48.0, United-States, >50K
39.0,,207853.0, 12th,8.0, Married-civ-spouse,, Husband,, Male,,0.0,, United-States, <=50K
57.0,,190942.0, 1st-4th,,, Priv-house-serv, Not-in-family, Black, Female,0.0,0.0,30.0, United-States,
29.0, Private,102345.0,,11.0, Separated, Craft-repair,, White, Male,0.0,,, United-States, <=50K
, Self-emp-inc,, Bachelors,13.0, Never-married, Farming-fishing, Not-in-family, White, Female,0.0,0.0,45.0, United-States, <=50K
, ?,190027.0, HS-grad,9.0,, ?, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K
, Private,, Some-college,, Married-civ-spouse, Transport-moving, Husband,, Male,0.0,0.0,40.0, United-States,
29.0, Private,133937.0, Doctorate,16.0, Never-married, Prof-specialty, Own-child, White, Male,,0.0,40.0, United-States, <=50K
30.0, Private,237903.0, Some-college,10.0, Never-married, Handlers-cleaners, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
, Private,163862.0, HS-grad,,, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
27.0, Private,, Some-college,10.0, Married-civ-spouse, Sales,,, Male,0.0,0.0,, United-States,
32.0, Private,84179.0, HS-grad,9.0, Never-married, Handlers-cleaners, Not-in-family, White, Female,0.0,,45.0,, <=50K
58.0,,,,6.0,, Other-service, Wife, White, Female,0.0,0.0,8.0, United-States, <=50K
,,,,10.0, Married-civ-spouse,, Husband, White, Male,0.0,0.0,, United-States, <=50K
21.0, Private,259510.0, HS-grad,9.0,, Handlers-cleaners, Own-child, White, Male,0.0,0.0,36.0, United-States,
28.0, Private,,,10.0,, Craft-repair, Unmarried, White,,0.0,0.0,, United-States, <=50K
46.0, Self-emp-not-inc,245724.0, Some-college,10.0, Divorced, Exec-managerial, Not-in-family,, Male,0.0,0.0,50.0,, <=50K
, Self-emp-not-inc,27053.0, HS-grad,9.0, Separated, Other-service, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
72.0, Private,205343.0, 11th,7.0, Widowed,, Unmarried, White, Female,0.0,0.0,40.0, United-States,
35.0, Private,229328.0, HS-grad,, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,,,40.0, United-States, <=50K
33.0, Federal-gov,319560.0, Assoc-voc,11.0, Divorced, Craft-repair,, Black, Female,0.0,,40.0, United-States, >50K
69.0, Private,136218.0,,, Never-married, Machine-op-inspct,, White, Female,0.0,0.0,40.0, United-States, <=50K
35.0, Private,54576.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0,, <=50K
31.0, Private,323069.0, HS-grad,9.0, Separated,, Unmarried, White,,0.0,0.0,20.0, ?, <=50K
34.0, Private,148291.0, HS-grad,9.0, Married-civ-spouse, Tech-support,, White, Female,,0.0,, United-States, <=50K
30.0, Private,152453.0, 11th,7.0, Married-civ-spouse, Other-service, Husband,, Male,0.0,0.0,40.0, Mexico, <=50K
,,114053.0, Bachelors,13.0, Never-married, Transport-moving, Not-in-family, White, Male,,0.0,55.0,, <=50K
54.0,,212960.0,,13.0, Married-civ-spouse, Sales,,, Male,0.0,0.0,35.0, United-States, >50K
47.0,,264052.0, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,,50.0, United-States, >50K
24.0,,82804.0, HS-grad,9.0, Never-married, Handlers-cleaners, Unmarried, Black, Female,,0.0,40.0, United-States, <=50K
52.0, Self-emp-not-inc,334273.0, Bachelors,,, Prof-specialty, Husband, White, Male,,0.0,, United-States, >50K
20.0,,27337.0, HS-grad,, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0.0,0.0,48.0, United-States, <=50K
43.0, Self-emp-inc,188436.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White,,,,45.0, United-States, <=50K
45.0, Private,433665.0, 7th-8th,4.0, Separated, Other-service,, White, Female,0.0,,40.0, Mexico, <=50K
29.0, Self-emp-not-inc,110663.0, HS-grad,, Separated,, Not-in-family, White, Male,0.0,,35.0, United-States,
47.0, Private,,,14.0,,,, White, Male,0.0,0.0,42.0, United-States, <=50K
24.0, Private,354351.0, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
51.0, Private,95469.0, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Husband, White,,,,, United-States, <=50K
17.0, Private,242718.0,,7.0, Never-married, Sales,, White, Male,,0.0,12.0, United-States, <=50K
37.0, Private,22463.0, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,,40.0, United-States, >50K
27.0, Private,158156.0, Doctorate,16.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,70.0, United-States, <=50K
29.0, Private,350162.0, Bachelors,,, Exec-managerial, Wife, White,,0.0,0.0,40.0, United-States, >50K
18.0, ?,165532.0, 12th,8.0, Never-married,, Own-child,, Male,0.0,0.0,, United-States,
36.0, Self-emp-not-inc,28738.0, Assoc-acdm,12.0, Divorced, Sales, Unmarried, White, Female,0.0,0.0,35.0, United-States,
, Local-gov,283635.0, Bachelors,, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,
26.0, Self-emp-not-inc,, Some-college,10.0,, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K
65.0, ?,, Some-college,10.0, Married-civ-spouse,, Husband, White, Male,0.0,0.0,30.0, United-States, >50K
57.0, Private,, HS-grad,, Married-civ-spouse, Sales, Husband, White,,0.0,0.0,40.0, United-States, >50K
59.0, Private,, HS-grad,9.0, Married-civ-spouse,, Husband, White,,0.0,0.0,40.0, United-States, <=50K
27.0, Private,, HS-grad,9.0, Married-civ-spouse,, Husband, White, Male,0.0,,40.0,, <=50K
31.0,,, Bachelors,13.0, Never-married, Tech-support, Not-in-family,, Male,0.0,0.0,40.0,, <=50K
21.0,,,,, Never-married, Sales, Own-child, White, Female,0.0,,24.0, United-States, <=50K
29.0, Private,34292.0,,10.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,60.0, United-States, <=50K
,,156764.0, 11th,, Never-married, Other-service,,,,,0.0,40.0,, <=50K
52.0, Private,25826.0, 10th,6.0, Married-civ-spouse, Craft-repair, Husband, White,,,1887.0,,, >50K
, Self-emp-inc,, Bachelors,, Divorced, Prof-specialty, Not-in-family,,,0.0,0.0,, United-States,
42.0, ?,137390.0, HS-grad,9.0, Married-civ-spouse, ?, Husband, White, Male,0.0,,40.0, United-States, <=50K
55.0, ?,105138.0, HS-grad,, Married-civ-spouse, ?, Wife, Asian-Pac-Islander,,0.0,0.0,40.0, United-States, <=50K
, Private,39352.0,,4.0,, Transport-moving,, White, Male,0.0,,, United-States, >50K
31.0,,168387.0,,,, Prof-specialty, Husband, White, Male,7688.0,0.0,40.0,, >50K
23.0, Private,117789.0, Bachelors,13.0,, Adm-clerical,,, Female,0.0,,40.0, United-States, <=50K
27.0, Private,267147.0, HS-grad,, Never-married, Sales, Own-child,, Male,0.0,0.0,, United-States,
, ?,, Some-college,10.0, Never-married, ?, Unmarried, Amer-Indian-Eskimo, Female,,0.0,25.0,, <=50K
42.0, Self-emp-not-inc,, Prof-school,15.0, Married-civ-spouse, Prof-specialty,, White, Male,0.0,1902.0,, United-States,
25.0, Private,, Some-college,10.0,, Tech-support, Not-in-family, White, Male,2174.0,,40.0, United-States, <=50K
,,136455.0, Bachelors,13.0, Never-married,,, White, Female,0.0,0.0,45.0,, <=50K
32.0,,239824.0, Bachelors,13.0, Never-married, Tech-support, Not-in-family, White, Male,,0.0,40.0, United-States, <=50K
19.0, Private,217039.0,,10.0, Never-married, Adm-clerical,, White, Male,,0.0,28.0, United-States, <=50K
60.0,,51290.0, 7th-8th,, Divorced, Other-service, Not-in-family, White, Female,,0.0,, United-States,
42.0, Local-gov,175674.0, 9th,5.0, Married-civ-spouse, Other-service, Husband,, Male,0.0,0.0,40.0, United-States, <=50K
35.0, Self-emp-not-inc,194404.0, Assoc-acdm,12.0, Never-married, Farming-fishing,,, Male,,0.0,40.0, United-States, <=50K
48.0, Private,45612.0,,9.0, Never-married, Adm-clerical, Unmarried,, Female,0.0,,37.0, United-States, <=50K
51.0,,410114.0,,14.0, Married-civ-spouse, Craft-repair,, White,,0.0,0.0,40.0,, >50K
29.0, Private,182521.0, HS-grad,9.0, Never-married,, Not-in-family, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, United-States, <=50K
36.0,,339772.0, HS-grad,, Separated,, Not-in-family,, Male,0.0,0.0,40.0, United-States,
, Private,169658.0, 10th,6.0,, Other-service, Own-child, White, Female,0.0,0.0,21.0, United-States, <=50K
52.0, Private,200853.0, Masters,14.0, Divorced, Prof-specialty, Not-in-family, White,,,0.0,60.0, United-States, <=50K
24.0,,247564.0, HS-grad,9.0, Never-married,,, White,,0.0,0.0,40.0, United-States,
24.0, Private,, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,, United-States, <=50K
26.0, Local-gov,, Bachelors,, Never-married, Prof-specialty, Own-child, White, Male,1055.0,0.0,40.0,,
27.0, Private,109881.0, Bachelors,13.0,, Other-service,,, Female,0.0,,20.0, United-States, <=50K
, Private,, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, White,,0.0,0.0,60.0, United-States,
, Private,369027.0, HS-grad,, Married-civ-spouse, Transport-moving, Husband, Black, Male,,0.0,45.0, United-States, <=50K
50.0,,114117.0, HS-grad,9.0,, Exec-managerial,, White, Male,0.0,0.0,32.0, United-States, <=50K
, Self-emp-inc,51048.0,,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,55.0, United-States, <=50K
46.0, Private,102388.0, Prof-school,, Married-civ-spouse,,, White, Male,,0.0,45.0, United-States, >50K
23.0, Private,190483.0,,13.0, Never-married, Sales, Own-child, White,,0.0,0.0,20.0, United-States, <=50K
45.0, Private,462440.0, 11th,, Widowed, Other-service, Not-in-family, Black, Female,,,20.0, United-States, <=50K
65.0, Private,109351.0, 9th,,, Priv-house-serv, Unmarried,, Female,,,24.0, United-States, <=50K
, Private,34383.0, Assoc-voc,, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,55.0, United-States, <=50K
47.0,,241832.0,,5.0, Married-spouse-absent, Handlers-cleaners,, White, Male,,0.0,40.0, El-Salvador, <=50K
30.0, Private,124187.0, HS-grad,9.0,, Farming-fishing,, Black,,0.0,0.0,60.0, United-States,
34.0, Private,, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,45.0,, >50K
38.0, Self-emp-not-inc,267556.0,,9.0, Married-civ-spouse,, Husband, White, Male,0.0,0.0,, United-States,
33.0, Private,205469.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,
49.0, Private,268090.0, Bachelors,13.0, Married-civ-spouse,, Husband, White, Male,,0.0,, United-States, >50K
47.0,,165039.0, Some-college,10.0, Never-married, Other-service, Unmarried,, Female,0.0,,40.0, United-States,
49.0, Local-gov,,,6.0, Separated, Other-service, Unmarried, Black, Female,0.0,,40.0, United-States, <=50K
43.0, Private,154374.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband,,,15024.0,,, United-States, >50K
30.0,,103649.0, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0.0,0.0,, United-States, >50K
58.0, Self-emp-not-inc,35723.0, HS-grad,, Married-civ-spouse, Craft-repair, Husband, White,,0.0,0.0,60.0, United-States,
19.0,,262601.0,,9.0, Never-married, Other-service, Own-child, White,,0.0,0.0,14.0,,
21.0, Private,226181.0, Bachelors,13.0, Never-married, Handlers-cleaners,,, Male,0.0,0.0,40.0, United-States, <=50K
33.0, Private,175697.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial,, White, Male,,,60.0,, >50K
, Self-emp-inc,, 5th-6th,3.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,50.0,, <=50K
52.0, Self-emp-not-inc,289436.0,,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,,60.0, United-States, >50K
26.0, Private,75654.0,,9.0,, Craft-repair, Not-in-family, White,,0.0,0.0,55.0,, <=50K
60.0, Private,199378.0, HS-grad,9.0, Married-civ-spouse,, Husband, White, Male,,0.0,,, <=50K
21.0,,160968.0, Some-college,10.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0,, <=50K
36.0, Private,188563.0, Some-college,10.0, Married-civ-spouse, Sales, Husband,,,5178.0,,50.0,, >50K
31.0,,55849.0, Some-college,, Married-civ-spouse, Craft-repair, Husband, White,,,0.0,,, <=50K
50.0, Self-emp-inc,,,16.0,, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, >50K
31.0, Local-gov,, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
71.0,,78277.0,,9.0, Married-civ-spouse,, Husband, White, Male,0.0,,15.0,, <=50K
58.0, ?,158611.0, HS-grad,9.0, Married-civ-spouse, ?, Husband, White,,0.0,0.0,50.0, United-States, <=50K
, State-gov,169496.0, Bachelors,13.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,, United-States,
, Private,130959.0, Some-college,10.0, Never-married, Other-service, Own-child, White,,0.0,,20.0, United-States, <=50K
24.0, Private,556660.0, HS-grad,, Never-married, Exec-managerial, Other-relative, White, Male,,,50.0,, <=50K
35.0, Private,292472.0,,16.0, Married-civ-spouse,, Husband, Asian-Pac-Islander, Male,,0.0,40.0, Taiwan, >50K
38.0,,143774.0, Some-college,10.0,,, Not-in-family, White,,0.0,,, United-States, <=50K
27.0, Private,288341.0, HS-grad,9.0, Never-married, Machine-op-inspct,, White,,0.0,0.0,32.0, United-States,
29.0, State-gov,71592.0, Some-college,10.0, Never-married, Adm-clerical, Unmarried,,,0.0,0.0,, Philippines, <=50K
70.0,,, 9th,, Widowed, ?, Unmarried,, Female,1111.0,0.0,, United-States, <=50K
34.0, Private,106742.0,,, Married-civ-spouse,,, White, Male,0.0,0.0,45.0, United-States, <=50K
, Private,, 7th-8th,4.0, Married-civ-spouse, Craft-repair,, White, Male,0.0,0.0,35.0,, <=50K
,,,,, Married-civ-spouse, Machine-op-inspct, Husband,, Male,0.0,0.0,40.0,, >50K
44.0, Self-emp-not-inc,335183.0,,, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,,0.0,40.0,, >50K
, Private,261293.0, Masters,14.0, Never-married, Sales, Not-in-family, White, Male,0.0,,60.0, United-States,
27.0, Private,111900.0, Some-college,10.0, Never-married, Prof-specialty, Not-in-family,, Male,,0.0,40.0, United-States, <=50K
43.0, Local-gov,194360.0, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Male,,0.0,38.0, United-States, <=50K
20.0, Private,81145.0,,10.0, Never-married, Sales, Not-in-family, White, Female,0.0,,25.0, United-States,
42.0, Private,, Assoc-acdm,, Divorced, Prof-specialty, Unmarried, White, Female,8614.0,0.0,, United-States, >50K
27.0, State-gov,249362.0, Some-college,10.0, Married-civ-spouse,, Husband,, Male,3411.0,0.0,40.0, United-States,
42.0, Private,, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,,0.0,40.0, United-States, >50K
20.0, ?,114746.0, 11th,7.0, Married-spouse-absent,,,, Female,0.0,1762.0,40.0, South, <=50K
,,172146.0, 9th,5.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,,40.0, United-States, <=50K
48.0, Federal-gov,,,,, Exec-managerial, Not-in-family,, Male,0.0,0.0,40.0,,
17.0, ?,80077.0, 11th,7.0, Never-married, ?, Own-child, White, Female,0.0,0.0,, United-States, <=50K
17.0, Self-emp-not-inc,368700.0,,7.0, Never-married, Farming-fishing, Own-child, White, Male,,,10.0, United-States, <=50K
,,, Bachelors,, Married-civ-spouse, Exec-managerial, Husband, White,,,0.0,40.0, United-States, >50K
50.0, Self-emp-inc,, HS-grad,9.0, Married-civ-spouse,, Husband, White, Male,0.0,,50.0, United-States,
22.0, Private,240817.0, HS-grad,9.0,, Sales,, White, Female,2597.0,0.0,40.0, United-States, <=50K
,,102726.0, 12th,8.0, Never-married, Other-service,, White, Male,0.0,0.0,16.0,, <=50K
32.0,,, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, Mexico, <=50K
31.0, Private,, HS-grad,, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,, United-States,
58.0, Self-emp-not-inc,204021.0, HS-grad,9.0, Widowed, Exec-managerial, Not-in-family, White, Male,0.0,0.0,50.0, United-States,
29.0, Local-gov,92262.0, HS-grad,, Never-married, Protective-serv, Own-child, White, Male,,0.0,, United-States,
37.0, Private,, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband,, Male,0.0,,40.0, Portugal, >50K
34.0, Self-emp-not-inc,, HS-grad,9.0,, Craft-repair, Husband,,,0.0,0.0,40.0, United-States, >50K
23.0, Local-gov,, Some-college,10.0,, Exec-managerial, Unmarried, Black, Male,0.0,0.0,40.0, United-States, <=50K
18.0, State-gov,59342.0,,7.0,,, Own-child, White, Female,0.0,0.0,5.0, United-States, <=50K
34.0, Private,136721.0, HS-grad,9.0, Divorced, Exec-managerial, Not-in-family,,,0.0,0.0,40.0, United-States, <=50K
, ?,149422.0, 7th-8th,4.0, Never-married, ?,, White, Male,0.0,,4.0, United-States, <=50K
45.0, Local-gov,86644.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty,,, Female,0.0,0.0,55.0, United-States,
41.0,,195124.0, Masters,14.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,35.0, Dominican-Republic, <=50K
26.0, Private,167350.0, HS-grad,9.0, Never-married, Other-service,, White, Male,0.0,0.0,,, <=50K
54.0, Local-gov,113000.0,,10.0, Married-civ-spouse, Farming-fishing,,, Male,0.0,0.0,40.0, United-States, <=50K
24.0, Private,140027.0, Some-college,10.0, Never-married, Machine-op-inspct,, Black, Female,0.0,,, United-States, <=50K
42.0,,262425.0, Some-college,,, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
20.0, Private,316702.0, Some-college,10.0,, Prof-specialty, Own-child, White, Male,0.0,0.0,, United-States, <=50K
23.0, State-gov,335453.0, Bachelors,13.0,, Tech-support,, White, Female,0.0,0.0,20.0, United-States, <=50K
25.0, ?,,,12.0,, ?, Other-relative,,,0.0,,45.0, United-States, <=50K
35.0, Private,, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White,,0.0,0.0,, United-States, >50K
31.0, Private,118710.0,,14.0, Married-civ-spouse, Tech-support, Husband,, Male,,1902.0,40.0, United-States, >50K
30.0, Private,189620.0,,, Never-married, Prof-specialty, Own-child, White,,0.0,0.0,40.0, Poland,
19.0, Private,475028.0, HS-grad,9.0, Never-married, Sales, Own-child,, Female,0.0,0.0,20.0, United-States, <=50K
36.0,,, Bachelors,13.0, Never-married, Prof-specialty,, White, Male,0.0,0.0,50.0, United-States,
31.0, Private,243605.0, Bachelors,13.0, Widowed, Sales,, White,,0.0,1380.0,40.0, Cuba, <=50K
21.0, Private,, Some-college,10.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,30.0, United-States, <=50K
31.0,,,,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,, United-States,
46.0,,295566.0, Doctorate,16.0,, Prof-specialty, Unmarried, White, Female,25236.0,0.0,65.0,, >50K
, Private,63042.0, Bachelors,, Divorced, Exec-managerial, Own-child, White, Female,0.0,0.0,,, >50K
40.0, Private,229148.0, 12th,8.0,,,, Black, Male,0.0,0.0,40.0, Jamaica, <=50K
45.0,,242552.0, Some-college,10.0, Never-married, Sales, Not-in-family, Black, Male,,,40.0, United-States, <=50K
, Private,177665.0, HS-grad,,, Craft-repair, Husband, White, Male,0.0,0.0,,, <=50K
18.0, Private,, 11th,7.0, Never-married, Other-service, Other-relative, White, Male,0.0,,25.0, United-States, <=50K
28.0,,, Bachelors,,, Prof-specialty, Husband, White, Male,0.0,0.0,, United-States, <=50K
36.0, Private,,,, Divorced, Adm-clerical, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K
36.0, Private,271767.0, Bachelors,13.0, Separated, Prof-specialty, Not-in-family, White, Male,0.0,,40.0, ?,
40.0, Private,144995.0, Assoc-voc,11.0, Married-civ-spouse, Tech-support,,, Male,4386.0,0.0,, United-States, <=50K
36.0, Local-gov,382635.0, Bachelors,13.0,, Adm-clerical, Unmarried, White, Female,,0.0,35.0, Honduras, <=50K
31.0, Private,295697.0, HS-grad,9.0, Separated, Other-service,, Black, Female,,0.0,40.0, United-States, <=50K
, Private,,,, Married-civ-spouse, Machine-op-inspct, Husband,, Male,0.0,0.0,40.0,, <=50K
19.0, State-gov,378418.0, HS-grad,, Never-married,, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
22.0, Private,214399.0, Some-college,10.0, Never-married, Sales, Own-child,, Female,0.0,,15.0,, <=50K
34.0, Private,217460.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,,,45.0, United-States, >50K
33.0, Private,182556.0, HS-grad,9.0, Never-married, Other-service, Not-in-family,, Male,0.0,0.0,40.0, United-States, <=50K
, Private,125831.0, HS-grad,9.0, Married-civ-spouse, Craft-repair,,,,0.0,,, United-States,
29.0, Private,271328.0, Bachelors,,, Prof-specialty, Not-in-family, White, Male,4650.0,,40.0, United-States, <=50K
50.0, Local-gov,50459.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial,, White, Male,0.0,0.0,42.0, United-States, >50K
42.0,,162140.0, Bachelors,, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298.0,,, United-States, >50K
43.0, Private,177937.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family,, Male,,0.0,, ?, >50K
44.0, Private,111502.0, HS-grad,9.0, Married-civ-spouse,, Wife, White, Female,0.0,,40.0, United-States, <=50K
20.0, Private,299047.0,,10.0, Never-married, Other-service, Not-in-family,, Female,,0.0,20.0, United-States, <=50K
31.0, Private,, HS-grad,9.0, Married-civ-spouse, Other-service,, White, Male,0.0,0.0,,,
65.0, Self-emp-not-inc,118474.0, 11th,7.0, Married-civ-spouse, Exec-managerial,,, Male,9386.0,0.0,,, >50K
23.0, Private,352139.0,,10.0, Never-married, Other-service, Not-in-family,, Female,0.0,0.0,24.0, United-States, <=50K
55.0, Private,173093.0,,10.0, Divorced, Adm-clerical, Not-in-family,,,0.0,0.0,40.0,, <=50K
26.0, Private,181655.0,,11.0,, Adm-clerical, Husband,, Male,0.0,2377.0,45.0, United-States, <=50K
25.0, Private,332702.0,,11.0, Never-married, Other-service,, White, Female,0.0,,15.0,, <=50K
45.0, ?,51164.0, Some-college,10.0, Married-civ-spouse, ?, Wife, Black,,0.0,,40.0,, <=50K
,,234901.0, Some-college,10.0,, Craft-repair, Husband, White, Male,,0.0,40.0, United-States, <=50K
36.0,,, Some-college,, Never-married, Sales, Not-in-family, Black, Female,0.0,0.0,, United-States,
, State-gov,260960.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty,,, Male,0.0,0.0,50.0, United-States, <=50K
56.0, Private,, HS-grad,,, Other-service, Unmarried, Black, Female,594.0,,20.0, United-States, <=50K
42.0, Private,279914.0,,13.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States,
19.0, Private,192453.0, Some-college,10.0, Never-married, Other-service, Other-relative, White, Female,0.0,0.0,25.0, United-States, <=50K
55.0, Self-emp-not-inc,, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband,, Male,,0.0,72.0, United-States,
42.0, Private,151408.0, Masters,14.0, Never-married, Exec-managerial, Not-in-family, White, Female,14084.0,0.0,50.0, United-States, >50K
, Private,112847.0, Assoc-voc,11.0,, Tech-support, Own-child,, Male,0.0,0.0,40.0, United-States, <=50K
17.0, Private,316929.0, 12th,8.0,, Handlers-cleaners,, White,,,,20.0,,
, Local-gov,126319.0,,13.0, Married-civ-spouse, Prof-specialty, Wife, White,,,,40.0, United-States,
