39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
61.0, Self-emp-not-inc,,,10.0, Married-civ-spouse,,, Black,,0.0,0.0,, United-States, >50K
58.0, Private,, Bachelors,13.0, Married-civ-spouse,, Husband, White,,15024.0,0.0,,, >50K
51.0, Private,216475.0, Bachelors,, Never-married, Sales,,,,0.0,1564.0,, United-States,
49.0, Private,50748.0, Some-college,10.0, Divorced,, Unmarried, White,,0.0,0.0,55.0,, <=50K
, Private,107190.0,,,,, Own-child, Black, Male,0.0,,20.0,,
19.0,,,,11.0, Never-married, Adm-clerical, Own-child, Black, Female,,0.0,40.0, United-States, <=50K
,,,,9.0, Never-married, Farming-fishing, Not-in-family, White, Male,,0.0,,, <=50K
56.0, Private,,,7.0,,,, White, Female,,0.0,, United-States, <=50K
, Private,, 12th,8.0, Married-civ-spouse,, Husband, White, Male,0.0,0.0,, United-States,
37.0,,, Some-college,10.0, Divorced, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0.0,0.0,,, <=50K
41.0, Private,,,16.0, Divorced, Sales, Unmarried, White,,0.0,,50.0, United-States,
30.0,,,,7.0,,, Husband, White, Male,,0.0,, United-States,
35.0,,, Doctorate,16.0, Married-civ-spouse,,, White,,0.0,,, ?, <=50K
47.0, Private,,,,, Craft-repair,, White, Male,0.0,,40.0, United-States, <=50K
59.0, Self-emp-inc,107287.0, 10th,6.0,, Exec-managerial,, White, Female,,2559.0,, United-States, >50K
,,, 11th,7.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,32.0,, <=50K
22.0, ?,182771.0,,11.0, Never-married,,,,,0.0,0.0,20.0, United-States, <=50K
,,159737.0, 10th,6.0,, Adm-clerical,, Black,,0.0,0.0,,,
30.0,,, Masters,14.0,,, Husband, White, Male,,,, United-States,
24.0, Private,117583.0,,13.0, Never-married,,,, Male,0.0,0.0,, United-States, <=50K
49.0, Self-emp-not-inc,43479.0, Some-college,, Married-civ-spouse,, Husband,,,,,40.0, United-States,
23.0, Private,, 7th-8th,4.0, Never-married, Craft-repair,, White, Male,0.0,0.0,25.0, Germany, <=50K
50.0, Private,133963.0,,9.0, Divorced, Adm-clerical,, White,,0.0,,,, <=50K
38.0, Private,227794.0, Bachelors,13.0, Never-married,,, Black, Male,0.0,,,, <=50K
20.0,,112137.0, Some-college,10.0, Never-married, Prof-specialty, Other-relative,, Female,0.0,0.0,20.0,, <=50K
, Self-emp-not-inc,,,10.0, Married-civ-spouse, Craft-repair,, White, Male,,0.0,50.0,, >50K
45.0,,, HS-grad,9.0,,, Other-relative,, Female,,,50.0, South,
46.0, Federal-gov,,,13.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander,,0.0,0.0,50.0,,
19.0, Private,, HS-grad,,, Other-service, Own-child,, Female,,0.0,, United-States,
, Federal-gov,, Bachelors,13.0, Never-married,,,,,0.0,0.0,40.0, Cuba,
38.0,,,,9.0, Divorced, Other-service,,, Female,0.0,0.0,, United-States, <=50K
,,, Masters,, Married-civ-spouse, Craft-repair, Husband,,,,0.0,50.0, United-States, >50K
24.0, Private,, Bachelors,13.0, Never-married, Exec-managerial,,, Male,0.0,0.0,,,
, Local-gov,98361.0, HS-grad,, Married-civ-spouse, Exec-managerial,, White,,0.0,0.0,50.0,,
28.0,,188928.0, HS-grad,9.0, Married-civ-spouse,,, White,,,0.0,,, <=50K
22.0, Private,,,,,, Husband, White, Male,,,40.0,,
, Private,185673.0,,, Divorced, Transport-moving, Not-in-family,, Male,0.0,0.0,40.0, United-States, <=50K
30.0, Private,193598.0, Preschool,1.0, Never-married, Farming-fishing, Not-in-family, White,,0.0,,, Mexico, <=50K
56.0, Private,274111.0,,13.0,,, Husband, White,,0.0,0.0,45.0, United-States,
, Private,, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander,,,,, ?, <=50K
, Private,,,9.0,, Transport-moving, Husband, White,,,,44.0,, >50K
,,,,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,,,,, <=50K
,,291374.0, HS-grad,, Separated, ?, Unmarried,, Female,0.0,0.0,30.0, United-States,
, Private,280927.0,,13.0,, Adm-clerical, Not-in-family, White, Female,0.0,0.0,,, <=50K
24.0, Private,, HS-grad,, Never-married, Machine-op-inspct, Own-child, White,,0.0,0.0,40.0, United-States,
42.0, Federal-gov,, Assoc-voc,,,, Unmarried,, Female,,,,, <=50K
31.0,,204052.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White,,0.0,,40.0, United-States, >50K
18.0,,,,7.0, Never-married, Sales, Own-child, Other, Female,,,20.0,, <=50K
46.0, Private,,,6.0, Never-married, Other-service,, White,,0.0,0.0,25.0,, <=50K
31.0, Private,104509.0, Bachelors,13.0, Never-married,,, White,,0.0,,, United-States, >50K
38.0, Local-gov,,,13.0, Married-civ-spouse, Prof-specialty,, White,,7688.0,0.0,40.0, United-States, >50K
44.0,,,,14.0, Married-civ-spouse, Prof-specialty, Husband,, Male,0.0,0.0,40.0, United-States,
55.0, Self-emp-inc,,,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,,2415.0,50.0, United-States,
19.0,,183041.0,,,, Other-service,, White,,,0.0,,, <=50K
45.0,,107682.0, Masters,, Divorced,, Not-in-family, White, Female,0.0,0.0,40.0, United-States, >50K
50.0, Self-emp-inc,, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,,,,,
53.0, Private,,,,,, Husband,, Male,,0.0,,, <=50K
41.0, Self-emp-inc,, Bachelors,, Married-civ-spouse, Sales, Husband,, Male,,0.0,65.0, United-States,
45.0,,112305.0,,10.0,, Other-service, Unmarried, Black, Female,,0.0,40.0, United-States, <=50K
21.0, Private,,,6.0, Never-married,,, White,,0.0,0.0,39.0,, <=50K
37.0,,, Bachelors,, Married-civ-spouse,,, White,,,0.0,40.0, United-States,
42.0, Federal-gov,, HS-grad,9.0, Separated, Adm-clerical,,,,,,40.0, United-States,
, Self-emp-not-inc,24106.0, HS-grad,, Married-civ-spouse,, Husband,,,,,,,
,,,,13.0,, Machine-op-inspct, Not-in-family,,,0.0,,, ?,
, Self-emp-not-inc,40666.0,,11.0, Married-civ-spouse, Farming-fishing,,,,,0.0,60.0,, <=50K
,,,,10.0, Never-married,, Not-in-family, White, Female,,0.0,, United-States,
, Private,345122.0, Prof-school,15.0, Married-civ-spouse,,, White, Male,0.0,,,,
, ?,208311.0, Bachelors,13.0,,, Husband,, Male,,,, United-States, >50K
37.0, Private,,,, Divorced, Machine-op-inspct, Not-in-family, White,,0.0,0.0,,, <=50K
18.0,,201299.0, Some-college,, Never-married,, Own-child, White,,,0.0,40.0, United-States,
,,152940.0, Some-college,10.0,,, Husband,, Male,,0.0,, United-States, >50K
43.0, Private,,,, Married-civ-spouse, Prof-specialty,, White, Male,,0.0,40.0, United-States,
, Private,,,,, Prof-specialty,, White, Female,6497.0,0.0,,, <=50K
, ?,176458.0, HS-grad,9.0,,, Unmarried, White, Female,,0.0,, United-States, <=50K
,,, Masters,14.0, Never-married, Exec-managerial, Not-in-family, White,,,0.0,,, <=50K
48.0, Private,108699.0, HS-grad,, Never-married, Adm-clerical,, White,,0.0,,, United-States, <=50K
34.0, Private,, HS-grad,,, Sales, Husband, White,,0.0,0.0,40.0, United-States, <=50K
34.0, Local-gov,, Some-college,10.0,, Protective-serv,, White, Male,0.0,,50.0, United-States,
, Private,213887.0, HS-grad,,,, Not-in-family,, Male,0.0,,40.0,,
,,,,,, Exec-managerial,, White, Female,0.0,,60.0, Germany, <=50K
23.0, Private,, HS-grad,, Never-married, Sales, Not-in-family, White, Male,,1669.0,, United-States, <=50K
, Private,165799.0,,,, Exec-managerial,, White,,0.0,0.0,,, <=50K
22.0, Private,,,, Never-married,,, White,,,0.0,25.0, United-States, <=50K
19.0, Private,, HS-grad,9.0, Never-married,,,, Male,,0.0,, United-States,
, Private,,,9.0, Married-civ-spouse, Sales,,, Male,,,,, >50K
46.0, Private,,,, Never-married,, Not-in-family,,,0.0,0.0,50.0, United-States, <=50K
47.0,,26950.0, Masters,, Divorced, Sales, Not-in-family,, Female,,,6.0, United-States,
47.0, Self-emp-not-inc,107231.0,,,,,, White, Male,0.0,0.0,35.0, United-States, >50K
52.0,,512103.0,,, Divorced,,, White, Female,0.0,0.0,,, <=50K
38.0, Self-emp-not-inc,245090.0, 9th,5.0, Married-civ-spouse, Craft-repair, Husband,,,0.0,0.0,40.0,, <=50K
,,, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,
32.0, Private,, 5th-6th,3.0, Married-civ-spouse,, Husband,,,,0.0,, Mexico, <=50K
54.0, Self-emp-not-inc,82551.0, Assoc-voc,11.0, Married-civ-spouse, Tech-support, Other-relative, White,,0.0,,10.0, United-States, <=50K
20.0, Private,, Some-college,, Never-married,,, White, Male,,0.0,25.0,, <=50K
, Private,, Assoc-acdm,12.0, Never-married, Sales, Not-in-family,, Male,,,, United-States, <=50K
, Self-emp-not-inc,, 9th,5.0,,,, White,,0.0,,15.0, United-States, <=50K
, State-gov,112497.0, Bachelors,13.0, Divorced, Prof-specialty, Not-in-family, White, Male,,,,, <=50K
69.0, Self-emp-not-inc,,,9.0, Married-civ-spouse, Tech-support, Husband, White,,0.0,,30.0, United-States, <=50K
28.0,,224634.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,45.0,, >50K
20.0, Private,362999.0, Some-college,10.0,, Adm-clerical,,, Female,,0.0,20.0,,
21.0, Private,346693.0,,,,, Unmarried, White,,0.0,0.0,40.0,,
37.0,,, Bachelors,,, Tech-support, Husband,, Male,0.0,0.0,40.0, United-States,
21.0,,99199.0,,, Never-married,, Own-child,, Male,0.0,0.0,32.0,, <=50K
, ?,219987.0,,,,,,, Male,,0.0,13.0, United-States, <=50K
39.0,,, HS-grad,9.0, Married-civ-spouse, Other-service, Other-relative, Black, Female,,,, United-States, <=50K
34.0, Private,118710.0, Assoc-voc,11.0, Married-civ-spouse,, Husband, White,,0.0,,40.0, United-States,
33.0, Local-gov,224185.0, HS-grad,, Married-civ-spouse, Craft-repair,, White,,0.0,,,, <=50K
47.0, Private,118972.0,,9.0,,,,, Male,0.0,0.0,50.0,, >50K
,,165360.0, Assoc-voc,11.0, Never-married, Adm-clerical,,, Female,,0.0,40.0,,
48.0,,,,,,,,, Male,,0.0,,,
42.0,,, Doctorate,16.0, Married-civ-spouse,, Husband, White,,0.0,1977.0,60.0, United-States,
29.0, Private,247151.0, 11th,,,,,, Female,,0.0,, United-States, <=50K
, Private,213722.0, HS-grad,9.0, Never-married,, Own-child, White,,,0.0,40.0, United-States, <=50K
20.0, Private,209955.0, Some-college,,, Other-service, Own-child,,,0.0,0.0,25.0, United-States, <=50K
, Private,174395.0,,14.0,,, Husband, White,,,0.0,40.0, United-States, >50K
,,138626.0, Some-college,10.0, Divorced, Exec-managerial, Not-in-family, White,,0.0,1876.0,50.0, United-States, <=50K
22.0, ?,179973.0, Assoc-voc,11.0, Never-married, ?,, White,,,0.0,,, <=50K
23.0,,200207.0, HS-grad,, Divorced,,, White, Male,,,, United-States, <=50K
, Private,156587.0,,10.0, Never-married, Adm-clerical, Own-child,, Female,0.0,,,,
,,33016.0,,10.0, Never-married,,, White,,,0.0,40.0, United-States,
20.0, Private,, Some-college,10.0, Never-married, Sales, Own-child, White,,0.0,0.0,, ?,
32.0,,153588.0,,, Divorced, Craft-repair, Not-in-family, White, Male,,,40.0,, <=50K
52.0, Private,,,14.0,,,,,,,,50.0,,
,,,,, Never-married, Sales, Unmarried, White, Male,0.0,,, United-States, >50K
, Private,716066.0,,,, Machine-op-inspct, Own-child,,,0.0,0.0,, United-States, <=50K
, Private,188519.0, HS-grad,,, Sales, Own-child, White,,,0.0,,, <=50K
, Private,109080.0,,10.0,, Sales, Husband,, Male,0.0,0.0,, United-States, <=50K
,,, Assoc-acdm,12.0, Divorced, Prof-specialty, Unmarried,,,0.0,,32.0, United-States,
24.0, Private,259351.0, Some-college,10.0, Never-married,, Unmarried,, Male,0.0,,, Mexico, <=50K
,,284403.0,,9.0, Divorced, Adm-clerical, Not-in-family,, Male,0.0,,40.0,, <=50K
39.0,,, Prof-school,, Married-civ-spouse, Prof-specialty,, White,,,,60.0, United-States, >50K
20.0, ?,201766.0, Some-college,10.0,, ?, Own-child, White, Female,0.0,0.0,35.0,, <=50K
20.0,,340475.0, Some-college,,, Adm-clerical,,,,0.0,0.0,, United-States, <=50K
39.0, Private,,,, Widowed,, Unmarried,, Male,0.0,0.0,40.0, ?, <=50K
, ?,, 11th,,, ?,,, Male,0.0,0.0,30.0,, <=50K
, Private,170617.0,,, Never-married, Machine-op-inspct, Unmarried,,,,,48.0,,
54.0, Private,, Bachelors,13.0, Married-civ-spouse, Other-service, Husband,, Male,0.0,0.0,40.0,, <=50K
24.0, Private,117779.0, Bachelors,13.0, Never-married,,, White,,0.0,,40.0, United-States, <=50K
24.0, Private,209770.0, Bachelors,, Never-married,, Not-in-family, White,,,0.0,8.0,,
20.0,,317443.0, Some-college,,, Adm-clerical, Own-child, Black,,0.0,0.0,,, <=50K
,,,,,, ?,,,,,,40.0, United-States, <=50K
28.0,,,,, Never-married,, Not-in-family,, Female,0.0,0.0,, United-States, <=50K
36.0, Self-emp-not-inc,122493.0,,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,,0.0,,, <=50K
44.0, Self-emp-inc,, HS-grad,, Married-civ-spouse, Transport-moving,,,,,0.0,60.0,, <=50K
, Private,,,10.0,,,, White, Male,,2258.0,,, >50K
22.0, Private,335453.0, HS-grad,,, Adm-clerical,,, Female,0.0,0.0,60.0, United-States, <=50K
56.0, Private,, HS-grad,, Married-civ-spouse, Machine-op-inspct,,, Male,0.0,,,, <=50K
24.0, Private,, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband,, Male,0.0,0.0,45.0, United-States, <=50K
,,, Some-college,10.0,, Other-service, Not-in-family, White, Female,0.0,0.0,75.0, United-States, <=50K
, Private,62865.0, Assoc-acdm,12.0, Never-married, Adm-clerical,, White, Female,0.0,,, United-States,
21.0, Private,176262.0, Some-college,,, Exec-managerial, Own-child,, Female,,,30.0,,
42.0, Private,168103.0,,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,,, United-States,
41.0, Local-gov,,,14.0,,,,,,0.0,,,,
19.0, Private,188815.0, HS-grad,9.0, Never-married, Other-service, Own-child, White, Female,34095.0,0.0,,, <=50K
, Self-emp-not-inc,,,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,44.0, United-States,
20.0, Private,212668.0,,10.0,, Sales, Own-child,, Female,0.0,0.0,30.0, United-States, <=50K
32.0, Private,, HS-grad,, Married-civ-spouse, Craft-repair,, Other,,0.0,,40.0, United-States, <=50K
46.0,,, HS-grad,,,,,,,0.0,0.0,, United-States, <=50K
,,172493.0, HS-grad,9.0,, Sales,,, Female,0.0,0.0,, United-States, <=50K
44.0,,,,, Divorced, Prof-specialty, Unmarried,,,0.0,0.0,40.0, United-States,
, ?,, 11th,7.0,, ?, Husband, White, Male,0.0,,,, <=50K
,,, Bachelors,13.0,, Prof-specialty, Husband, White, Male,,,40.0, United-States,
27.0, Self-emp-not-inc,, Some-college,,,, Husband, White, Male,,,50.0,,
, Private,, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Wife,, Female,0.0,,35.0, United-States,
30.0,,,,, Never-married, Adm-clerical, Not-in-family, White,,0.0,0.0,45.0,, <=50K
64.0,,202984.0, HS-grad,, Married-civ-spouse,,, White, Male,,,40.0, United-States, <=50K
48.0, Private,20296.0,,9.0,,,, White,,,0.0,37.0,, >50K
, Private,194690.0, 7th-8th,4.0,,,,,,,0.0,40.0, United-States,
28.0,,204984.0, Bachelors,, Never-married, Tech-support, Not-in-family,, Male,0.0,0.0,, United-States, <=50K
, Self-emp-not-inc,, Bachelors,13.0, Married-civ-spouse, Prof-specialty,, Asian-Pac-Islander,,0.0,1977.0,32.0,, >50K
,,238574.0,,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,55.0,, >50K
,,, Some-college,10.0, Never-married, Sales,,, Male,0.0,0.0,, United-States, <=50K
, Private,, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,,,,
25.0, Private,479765.0,,4.0, Never-married, Sales, Other-relative, White, Male,0.0,0.0,,,
,,, Bachelors,, Married-civ-spouse, Exec-managerial, Husband, White,,0.0,0.0,,, >50K
30.0,,151773.0, Some-college,10.0, Married-civ-spouse, Machine-op-inspct,, White, Male,0.0,,40.0,,
53.0,,299080.0, Some-college,10.0,,,,,,0.0,0.0,40.0,,
, Private,135339.0, HS-grad,,, Adm-clerical, Husband, Asian-Pac-Islander, Male,,,40.0,,
,,52156.0, Some-college,10.0, Married-civ-spouse,, Husband, White,,0.0,0.0,60.0, United-States, <=50K
, Private,318647.0,,7.0, Never-married,, Not-in-family,,,0.0,,,, <=50K
,,80145.0,,9.0,,, Husband, White, Male,0.0,,,, <=50K
,,343646.0,,, Divorced, Protective-serv, Not-in-family, White,,0.0,0.0,40.0,, >50K
, Self-emp-not-inc,198692.0, Some-college,,,, Husband, White,,,,45.0, United-States,
, Private,266635.0,,9.0,,, Own-child,, Male,0.0,,,, <=50K
, Private,197672.0, Bachelors,13.0,,, Husband, White,,0.0,0.0,40.0,, <=50K
,,185846.0, HS-grad,9.0,, Craft-repair, Husband, White, Male,,0.0,, United-States, <=50K
47.0, Self-emp-not-inc,315110.0,,10.0,, Prof-specialty, Husband, White,,0.0,,20.0, United-States,
27.0, Private,220754.0, Doctorate,16.0, Never-married,, Own-child, White,,0.0,,,, <=50K
22.0, Private,,,9.0, Never-married, Tech-support, Not-in-family, White,,,0.0,40.0, United-States, <=50K
, Private,126060.0, HS-grad,9.0,, Sales, Wife, White, Female,,0.0,40.0, United-States,
52.0, Private,78012.0, HS-grad,9.0, Widowed, Sales,, White, Female,0.0,1762.0,40.0,, <=50K
, Private,210562.0, Assoc-voc,11.0, Divorced,,, White,,0.0,0.0,,, <=50K
, Private,, HS-grad,9.0,, Sales,, White, Male,,,40.0, United-States, <=50K
27.0,,233421.0, Some-college,10.0, Never-married,, Own-child,, Male,,0.0,20.0,,
53.0,,,,9.0,, Machine-op-inspct, Not-in-family,, Female,0.0,,,, <=50K
18.0,,260801.0, HS-grad,9.0,,, Own-child, White,,0.0,0.0,20.0, United-States,
41.0,,, Bachelors,13.0,, Sales, Unmarried, White,,,,30.0, United-States, <=50K
27.0,,135520.0, HS-grad,9.0, Married-civ-spouse,, Wife,, Female,0.0,0.0,,, <=50K
30.0, Private,121308.0, Some-college,,,, Own-child, White,,0.0,0.0,,,
41.0,,, HS-grad,9.0,,,, White,,,0.0,, United-States, <=50K
, Private,, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White,,,,30.0, United-States,
,,136982.0, HS-grad,9.0, Married-spouse-absent, Other-service, Unmarried, Black, Female,,,,, <=50K
45.0, State-gov,, Bachelors,13.0,, Protective-serv, Not-in-family,, Female,,,, United-States, <=50K
, Private,204046.0, 10th,6.0,, Transport-moving,, White, Male,,0.0,40.0, United-States,
21.0, Private,225823.0,,,, Adm-clerical, Not-in-family, White, Female,,0.0,, United-States, <=50K
29.0,,183009.0,,13.0,,,,, Female,0.0,1590.0,40.0, United-States, <=50K
50.0, Private,121038.0,,11.0,,, Wife, Black,,,,40.0,, <=50K
, Private,49092.0, HS-grad,9.0, Married-civ-spouse, Craft-repair,,, Male,0.0,0.0,40.0, United-States, <=50K
23.0,,148709.0, HS-grad,9.0,,, Other-relative, White, Female,0.0,0.0,40.0,, <=50K
27.0,,209205.0, Bachelors,,,,,,,,,40.0, United-States,
36.0, Local-gov,, Bachelors,13.0,, Adm-clerical, Not-in-family,,,,0.0,40.0, United-States,
22.0,,,,9.0,,,,, Male,0.0,0.0,40.0, United-States, <=50K
,,40955.0, Some-college,,, Other-service, Own-child, White, Male,0.0,0.0,, Japan, <=50K
54.0, Private,197189.0,,13.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,,40.0, United-States, <=50K
36.0, Private,, HS-grad,, Divorced,,,,,,0.0,50.0, United-States, <=50K
44.0,,227399.0,,11.0,,, Husband, Black, Male,0.0,0.0,,, <=50K
38.0, Private,164050.0, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, Black, Male,0.0,0.0,40.0, United-States, >50K
, Private,,,,, Craft-repair,, White, Female,,0.0,40.0,, <=50K
,,236262.0,,,, Handlers-cleaners,, White, Male,,0.0,,, <=50K
, Private,,,13.0, Never-married,, Not-in-family,,,0.0,,48.0, United-States,
48.0, Private,166929.0, Bachelors,13.0, Married-civ-spouse,,,, Male,,0.0,45.0,, >50K
32.0,,199963.0,,7.0,, Machine-op-inspct, Wife, White, Female,,,40.0, United-States,
, State-gov,,,9.0,, Tech-support, Own-child,,,0.0,0.0,40.0,, <=50K
40.0,,135056.0, HS-grad,9.0,,,, White, Female,0.0,0.0,,, <=50K
40.0,,55363.0, HS-grad,, Married-civ-spouse, Craft-repair, Husband, White, Male,3411.0,,40.0,,
42.0,,, Prof-school,15.0, Married-civ-spouse,, Husband, Asian-Pac-Islander,,0.0,0.0,,, >50K
30.0,,231263.0, HS-grad,9.0, Married-civ-spouse, Sales,,, Male,,0.0,40.0,, <=50K
19.0,,226913.0,,,,, Own-child, White,,0.0,,20.0, United-States, <=50K
, Private,, Assoc-acdm,12.0, Married-civ-spouse,, Husband, White, Male,0.0,0.0,60.0, United-States, >50K
31.0,,191001.0, HS-grad,9.0, Never-married,,, White,,,,,,
,,69345.0,,12.0, Married-civ-spouse,, Husband, White,,0.0,0.0,60.0, United-States,
38.0,,204556.0, HS-grad,, Divorced,, Not-in-family,,,0.0,,40.0, United-States, <=50K
35.0, Private,,,,,, Husband, White, Male,,0.0,50.0,, >50K
, Private,202812.0, Bachelors,13.0,, Prof-specialty,,,,0.0,,40.0,,
29.0, Private,, 10th,6.0, Separated, Sales, Unmarried, White, Female,0.0,0.0,40.0,, <=50K
41.0,,227890.0,,10.0, Divorced,,, White, Male,,,, United-States,
, Private,, Prof-school,15.0, Never-married,,,,,0.0,0.0,50.0,,
, Private,82572.0, Some-college,10.0, Never-married, Other-service,, White, Female,0.0,0.0,,,
28.0,,, Some-college,, Married-civ-spouse, Exec-managerial, Husband, White,,0.0,0.0,, United-States, >50K
49.0, Local-gov,, Bachelors,13.0, Married-civ-spouse,, Husband, Black, Male,,,,, >50K
27.0, Private,245661.0,,9.0, Separated,, Own-child, White, Female,,0.0,, United-States, <=50K
,,, HS-grad,,,,, White,,2885.0,0.0,32.0, United-States,
42.0, State-gov,104663.0, Doctorate,16.0,, Exec-managerial, Not-in-family, White, Female,0.0,0.0,,, >50K
, Private,, HS-grad,,, Exec-managerial,, White, Male,0.0,0.0,, United-States,
, Local-gov,,,9.0,,,, White, Male,0.0,0.0,40.0, United-States, <=50K
37.0, Private,333305.0, Doctorate,, Married-civ-spouse,, Wife, White,,0.0,,35.0,, <=50K
, Private,, HS-grad,, Married-spouse-absent, Sales, Not-in-family,, Female,,,38.0, United-States, <=50K
27.0, Federal-gov,,,, Married-civ-spouse,, Husband, White,,0.0,,40.0,, <=50K
53.0, Private,, HS-grad,, Never-married, Sales,,, Female,,0.0,40.0,, <=50K
45.0,,,,, Never-married,, Not-in-family,, Male,0.0,0.0,,,
37.0, Self-emp-inc,205852.0, Bachelors,, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,,, United-States,
40.0, Federal-gov,163215.0, Bachelors,13.0, Never-married, Prof-specialty,, White, Female,,,40.0, ?,
, State-gov,,,14.0,, Prof-specialty,, Asian-Pac-Islander,,0.0,0.0,40.0,, >50K
,,116927.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband,, Male,0.0,0.0,42.0,,
35.0, Private,164526.0, HS-grad,9.0,,,,,,,,, Yugoslavia, >50K
, Private,31573.0, HS-grad,, Married-civ-spouse,, Husband,, Male,0.0,0.0,40.0, United-States, <=50K
, Local-gov,, Some-college,, Never-married, Adm-clerical,,, Male,0.0,,40.0, Haiti,
39.0, State-gov,201105.0, Bachelors,13.0,,,, White,,0.0,0.0,55.0, United-States, >50K
25.0, ?,122745.0, HS-grad,,, ?,, White, Male,0.0,1602.0,40.0,,
33.0, Private,150570.0,,13.0, Married-civ-spouse,, Husband, White,,0.0,0.0,40.0,,
34.0, Private,118941.0,,7.0, Never-married, Other-service, Not-in-family,, Female,0.0,0.0,,,
53.0, Private,, HS-grad,,,, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
,,,,,,, Own-child, White,,,,, United-States, <=50K
31.0,,75755.0, Doctorate,,, Exec-managerial, Husband, White,,7298.0,,, United-States,
,,133144.0,,9.0,,, Husband, White, Male,,,,, <=50K
,,318865.0, Some-college,, Never-married, Other-service, Own-child,,,,0.0,, United-States, <=50K
59.0, Private,109638.0,,9.0, Married-civ-spouse, Craft-repair, Husband, White,,0.0,0.0,, United-States, >50K
, Private,92969.0,,2.0, Separated,, Unmarried, Black,,0.0,,, United-States, <=50K
,,376028.0,,9.0, Married-civ-spouse, ?, Wife, White,,0.0,0.0,20.0, United-States,
, Private,,,,, Transport-moving, Own-child,, Male,0.0,,,, <=50K
,,183778.0, Bachelors,13.0, Never-married,, Not-in-family, White,,,0.0,45.0, United-States,
23.0, Private,398904.0,,13.0,,, Wife, White, Female,,0.0,, United-States, <=50K
45.0, Private,170846.0, Assoc-voc,11.0, Married-civ-spouse,,, White,,0.0,0.0,,,
35.0, Local-gov,204277.0,,13.0, Married-civ-spouse, Prof-specialty,,,,0.0,,40.0, United-States,
32.0,,,,, Never-married,, Own-child,, Male,0.0,,40.0, United-States,
,,, 7th-8th,, Never-married,, Other-relative,,,,0.0,, Mexico, <=50K
, Private,,,,,, Other-relative, White,,0.0,0.0,40.0, United-States,
49.0,,147032.0,,9.0, Married-civ-spouse,, Wife, Asian-Pac-Islander, Female,,,8.0,, <=50K
64.0, Private,174826.0,,,, Machine-op-inspct, Not-in-family, White,,,,,,
60.0, Local-gov,232769.0,,,, Transport-moving, Husband,, Male,0.0,0.0,, United-States,
, Private,,,13.0, Never-married, Prof-specialty, Not-in-family, White,,0.0,,, United-States, <=50K
21.0,,, HS-grad,, Never-married, Craft-repair,, White,,0.0,0.0,35.0,,
26.0,,,,9.0, Never-married,,, White, Female,0.0,,15.0,,
23.0,,, Some-college,10.0, Never-married, Adm-clerical,,, Male,0.0,0.0,20.0, United-States, <=50K
67.0,,, Masters,14.0,, Sales,, White,,0.0,,,, >50K
24.0, Private,,,9.0, Divorced, Sales, Unmarried, White,,,,,, <=50K
, Private,324601.0,,2.0,,,, White, Female,,0.0,, Guatemala, <=50K
,,200289.0, Doctorate,, Married-civ-spouse, Prof-specialty, Husband,,,,0.0,, Taiwan,
, Private,,,4.0,, Machine-op-inspct,,, Male,,0.0,40.0, United-States, <=50K
, ?,,,,,,, White, Female,0.0,0.0,40.0,,
,,155213.0, Bachelors,, Never-married, Prof-specialty, Not-in-family, White,,,0.0,48.0,,
,,,,9.0, Married-civ-spouse, Machine-op-inspct,, White, Male,0.0,,40.0,, <=50K
31.0,,, Some-college,,,, Not-in-family, Asian-Pac-Islander, Male,,,40.0,,
, State-gov,354929.0,,, Divorced, Protective-serv, Not-in-family, Black,,0.0,0.0,38.0,,
53.0, State-gov,104501.0, Doctorate,,, Prof-specialty, Husband,,,0.0,,40.0, ?,
45.0, Private,112929.0,,4.0, Divorced, Machine-op-inspct, Not-in-family,,,0.0,,35.0,, <=50K
